sdr,theta,phi,gamma,bx,by,bz
200.0,2.53029081016296,-0.3654897391589226,0.8791282728554259,201.4251433545473,164.51405286787434,162.1878051222591
200.0,2.939580333318012,0.09887963016603551,2.4446809775870344,190.73706673331827,164.96098003053353,171.2748301447653
200.0,3.422143400886211,0.8635774152603737,1.463816162563642,189.63279301198827,204.78782111091675,176.557396053069
200.0,3.9008408380381097,0.7680779851221391,1.0112261034853198,177.43534581908494,157.34226343040763,149.01725970891863
200.0,3.4256645254420857,0.161082307726103,2.274098417156522,166.16644710542923,184.33267992025966,196.78960090804222
200.0,3.439361145720066,0.6714273369012984,0.821056859407646,208.32172850159427,208.71130044263742,165.47844165195187
200.0,3.1526069243592927,0.276404680346656,1.066077334736679,179.79335021782828,183.0701676256331,197.21461854317425
200.0,2.4782535283224685,-0.8417738393720513,1.6050543556613082,158.71035456519726,210.6630159632805,147.15226008708822
200.0,2.6994523265762185,0.40432732484923073,1.039559171745711,150.8732155779095,190.79746957087818,184.21262499781693
200.0,3.6934522329670685,0.5953648692837845,0.9638432212881582,166.7755010717981,197.97178015706,183.23691538639906
200.0,3.1372113912035937,0.4434691051687498,2.2089077459665716,173.41499382084308,177.2815854827226,191.34895378255493
200.0,2.8577826106132793,-0.2928119561991498,2.0670267535470894,182.3913677377269,190.72385868787674,159.28608840065027
200.0,3.8961008181124264,-0.34996904947659047,1.0736658530859233,197.98778547225257,162.6361883004457,195.32972811298922
200.0,2.4161543188754133,0.2903386202107494,2.3293934296618515,153.43828986480645,163.32660151441294,169.7190127286152
200.0,3.4106586274107933,-0.7649005284788353,1.3664940584339111,150.54064901318247,205.6107210139728,144.7152357921265
200.0,3.2767377663862343,0.21285387583889093,0.7070855422684896,180.83033848532588,195.49484129274757,167.49492325802316
200.0,2.657137143562651,0.3376667629768295,0.9367157784938861,187.58769968029807,151.48396829528625,171.6146765276547
200.0,3.2047697279360445,0.2049394123004824,2.0028897318366807,177.77720945745884,187.27450376261882,139.911780133473
200.0,3.5728199163628904,0.04489482746762041,1.6144642659437096,195.0428996834765,208.97964094502862,162.3300351394201
200.0,2.4750786156254314,-0.04776403426349507,0.9066668032326979,193.29464342160998,209.9131907199189,165.6381116568126
200.0,2.6151776160125637,0.3502986680311264,1.6584491220870674,161.06407204876928,166.92784728073502,180.592873112158
200.0,3.7546382316084363,-0.3252297391249682,1.2237379434241447,193.27496653230753,204.89847973489717,180.42421046224996
200.0,2.940637916663703,0.40776794677771955,1.3843618506594941,186.83404624928406,150.6184800151328,177.86005018095926
200.0,3.5949354591451828,-0.15897587051932593,1.3227156469005052,186.2518812905363,190.07380089469746,185.69295971535013
200.0,3.7614092102400862,-0.8136322901087492,2.597400706615855,153.160341954951,160.96512081754858,167.95731534107344
200.0,3.1866634459310967,-0.12196117725627298,2.419223866092904,195.50212916499962,196.6784405179173,137.63292508061295
200.0,2.696313292965585,-0.5775382307104208,1.276377452094963,186.32379102575186,207.03365934159842,157.64027730215727
200.0,2.387055561190837,0.2118808704996089,0.8835133179179548,170.5614566218892,197.98363579135471,146.94926743299766
200.0,3.6390693581191575,-0.9780314759202384,1.7584935157860546,201.88329615906537,193.19833316687925,181.44224806518181
200.0,3.6220383420799793,0.8249710501515295,0.7927189490633095,195.68144820889208,183.40779346065443,174.27010737512637
200.0,3.64318579224682,-0.4092478977307368,1.6573925551797426,172.0684517510796,184.32181490714376,196.19193053861534
200.0,2.4573052172915664,0.024138352980840994,1.0481697412201196,183.67070991367103,197.70199639086235,167.20992479581383
200.0,3.2336351280897273,-0.13158514343347727,1.165048102438377,182.79070317842897,152.8511471717425,168.86522292983517
200.0,3.231688597550882,0.8268730871707524,1.4936473996847863,152.29199105179137,162.4289473399491,176.05357744501765
200.0,2.4127717376587112,0.6792256597861914,0.7259410383621234,175.09544732264385,179.59890917255873,171.79447638715448
200.0,3.4040707741112506,-0.7374973593597325,2.1193792372111426,156.2864027177508,181.9238006093669,190.66006010697265
200.0,3.087557640061216,-0.6305121501425728,1.8633011638738264,150.47642287655697,203.5628703270226,163.98080418609516
200.0,2.879651433354642,-0.10882445026997134,1.1813016898838185,152.93157723781192,169.83833477693565,161.0578650412692
200.0,2.6368326260652886,0.8126907527973575,1.7955754915073996,165.1657432430147,179.50198408319625,179.9971010529801
200.0,3.091981527164246,-0.3468291699252166,0.8225732702880255,164.22337492402082,189.2949691507674,187.9555073521077
200.0,3.247517896259576,-0.31105902836692456,0.969800681147443,176.7628857014796,183.1294677383363,192.68513272425207
200.0,2.3851211297776533,0.24584640788513634,0.8901698653907035,188.37605537290915,185.15728849543845,144.149951397853
200.0,3.700733528808189,-0.18421445453029828,1.2981690578815042,162.11369401836072,168.99736396134244,141.24992505353077
200.0,3.572501301530734,0.5898156587405297,2.5139021432121194,152.48570964411672,161.8689948773487,172.05435879756521
200.0,2.4512234102189523,0.38844358231691367,1.2754383855676754,151.04281741115673,158.2619620554627,165.13799325509734
200.0,2.682274382525995,-0.7283505272780839,1.6656884631211308,197.1428986156961,172.69993448291922,180.66741855908793
200.0,3.673700961505644,-0.7594482356670034,1.9894883965904095,159.94545280772675,181.71939056816942,155.1976659950858
200.0,2.8759278288773644,0.07703191413689825,1.3760232473323568,182.38011833588232,203.00237472067082,190.79955012112123
200.0,3.589905364215723,-0.26177551243591723,1.3300920400212537,195.40372628295614,162.80565577081236,174.56447585777644
200.0,2.756118495953571,-0.48893276952760667,1.8997680128187615,203.06459559505043,183.4001796304484,171.96990032562726
200.0,3.906750143102212,-0.2996002190729089,1.852106558761628,158.08622889306864,162.16874446908628,153.34388771872196
200.0,2.3639563894218414,0.02069623171174295,1.6819075412658864,164.7198661759343,180.06503234397724,147.4016249449744
200.0,3.8034160529990544,0.5943933792132277,0.6293213627211237,167.44138485445237,194.40959273365664,167.84515617845568
200.0,3.767578140082377,-0.05094370735691989,1.6007119595068149,151.76304675997295,189.02892153005007,153.79410497976122
200.0,2.473349453280466,-0.9048992932601254,2.583131845714526,161.07065368547484,155.84431238837985,164.4882616428658
200.0,3.2398829614702445,-0.36922285169966185,1.491846377375527,187.96345629360647,175.76647880613424,196.5194872488112
200.0,3.0296206559625793,-0.8514358313296464,1.6211685347385874,200.7655393278976,150.44007502209183,176.24542878061902
200.0,2.746508412576315,-0.48671870540782247,1.7348506048203736,177.6497473771934,185.48443980617603,175.41101193431177
200.0,3.011991182492234,0.9829913866419726,1.4270338335137023,198.55524445530938,150.03851116301098,193.22792294230183
200.0,3.7625080101866013,0.2256088248090049,1.1129073330086794,191.9820581869927,202.62373465889726,165.41132703602264
200.0,3.146171958282461,0.9300075997451174,1.8920140120012308,170.16470855186478,151.27141980617472,150.88126381405726
200.0,3.851197846872151,-0.830323387073319,2.530879582124114,210.18581384308254,203.59696231768785,153.24227950116423
200.0,3.0124552164835925,-0.09003932779830659,1.351401418669393,204.43015176141446,156.60565777085043,173.36206554657664
200.0,3.434657139516167,-0.33500099528677196,2.110065619210546,187.40438151658793,160.6076637435075,168.0642592637148
200.0,3.0758491723638395,-0.14106249777735602,2.604321239823034,179.3631369327459,155.75369337014195,191.94691652181382
200.0,3.3790595900668774,0.7946217065864243,2.3680449927997045,176.4065408718467,199.43721196357313,194.24663438609267
200.0,3.7926606060127845,0.21627429606789406,1.6202689027454251,185.40681649132492,161.62030117040143,141.3991255698452
200.0,3.3153114529644467,0.1403678714163923,0.7282257736700475,182.30481723116827,190.35774310569215,153.4369150543339
200.0,2.671222474948665,-0.7433047262503287,1.7058106961015915,155.09863541458958,186.53430712686276,139.68188295570621
200.0,3.3351575748283526,-0.6103427505002248,1.0336107713948721,150.76082689036795,151.7239696583444,145.36114359995267
200.0,3.4429174104166336,-0.43671865425108747,0.7336682505367198,161.28346367876875,183.59179831287918,195.6403159336901
200.0,2.7917223018624915,1.04716192283277,1.1432673931351136,184.11350052131252,193.4588589604251,178.25519808527122
200.0,3.485956613768919,1.0334196813620171,1.3687565481134598,205.02524434420428,161.65995896093997,169.2838132921259
200.0,2.4890174493494825,0.6586141604756415,0.9535650665972002,210.4625299283869,191.35624743687362,172.3023439352757
200.0,3.3071598925283006,-1.0250220301245934,2.5710528912021484,195.5338087128257,155.46118109064884,161.45931087096253
200.0,3.570075068324525,0.17008518226687208,1.4083993883470904,195.8605613974254,165.42352371650037,172.86200329921223
200.0,3.3825748346561175,0.1410049602278789,1.9315576360440991,172.2177160400918,192.11316484839108,159.14263126831779
200.0,2.749568775311868,0.30091473648542766,1.0465511112175063,204.05079134851974,158.5725990608487,151.27305937586118
200.0,3.4782157312213764,-0.9859734695442804,1.2810119552616026,206.37489596848508,208.2896676704522,196.55337081667022
200.0,2.6684106660228077,-0.162109237338932,0.9316612897864242,210.6072179607249,201.05488964127684,171.25919586839555
200.0,3.228927081339835,0.4253462211650134,2.0290513241840396,167.74652568995901,179.5985148461918,181.96788116973482
200.0,3.903947075735017,0.14966098553049978,0.6029313035461346,189.4900463491213,191.3976433034988,184.59150913566992
200.0,2.9782631235708403,0.9550168851403715,2.3097148667764804,163.12284675734622,183.656322502528,153.96898511357017
200.0,3.324821210988241,-0.9672758865521454,2.0906056394652133,207.72668776062056,205.02829798050465,189.30130603586503
200.0,2.776669802622174,-0.05518363789258429,2.3873708110845024,190.50262610847412,164.65345639642607,171.31118029593466
200.0,2.9680998514953365,0.3546261329041629,1.608863497600662,209.44619263948005,155.03656686246705,171.79721454768136
200.0,3.3355359359150945,0.8980774980001671,0.8896397275656667,157.97054878947887,158.12489256324545,165.27364118217628
200.0,2.775627981202033,-0.8927382917300959,1.4485694173910506,152.48312311181627,208.84666553972,191.4608308275064
200.0,3.9158952119552852,0.5962944806853507,0.6465055028268409,203.95566631103102,150.7133810394525,167.24384985437487
200.0,2.459460367357392,-0.3406634738510256,2.2219301140021264,202.05573086528406,153.87788399072807,192.4473155937748
200.0,2.530397252915953,0.7235687195524221,2.30384269884935,186.5962626165308,152.16871779779422,191.90089532954724
200.0,3.7752200396637083,0.12022575264947855,2.5800773662100305,169.69373478986728,207.57946671522595,157.35928846319666
200.0,2.9709904051877425,-0.5546285215421107,2.3534373348953856,207.99565085982957,171.544793621022,184.21315879273803
200.0,2.8518901655261986,0.26949598920458917,0.8617669079936395,187.36482120336456,182.8260836911062,146.69907929928917
200.0,3.1793868054457763,-0.29817547203539707,2.074430097581229,192.820191021936,188.36750957144955,195.2743428803965
200.0,2.6931241704366786,0.7987591304085817,2.1246961407995926,208.028813441192,161.16158677993863,172.4795801494342
200.0,3.3466472082324863,0.8881923767714239,2.4281299550197737,186.31263136217916,191.90473671040493,148.14382358937718
200.0,3.1526936645978294,-0.7954753661172347,1.4032882601348837,189.16684894836274,172.16553464673473,184.21272766032834
200.0,2.8704141689534266,0.5291701356613154,0.8085286462483001,189.67892284732122,156.53146731834204,195.785049743704
200.0,2.5530070437442185,0.5881866541853131,0.716351002274449,199.09189495054716,192.81221452928713,175.97446049591656
200.0,3.3362404521215523,-0.8863865340880874,2.4752108166986075,205.3892483112195,179.3942766642084,164.8787788997714
200.0,3.3342502239375573,0.5892334170829594,1.4424104166095586,184.31811649659178,151.99616836875168,183.157401240554
200.0,2.845767842787896,-0.11334314573361559,1.5421598901896172,194.2342101341358,161.88196662649307,172.3393831769136
200.0,2.4913251302843618,-0.9313303651803381,0.897000494376908,168.72291065871988,170.65212810129952,150.1183584162704
200.0,3.1263017803478563,-0.292333203620068,1.129172685424165,191.558024769645,173.3624167681786,165.2037522990672
200.0,3.7264239123042877,0.2813369044636578,1.701297232766261,207.83936630828748,200.3346371406442,143.66107737863945
200.0,3.5051762934078283,0.9965233833639136,0.5845320081548555,193.45414403317318,207.1782879990096,157.2015659450303
200.0,2.659508314499948,-0.6301353408238564,2.3644816928228476,175.914403845044,166.68420553330762,145.79821641038257
200.0,3.746020106987307,0.656367478423223,1.8059925497533964,203.36555173106456,196.04582348227243,167.08913373378059
200.0,2.363420825409451,-0.8046252277067772,0.9239081631291546,195.86261909253892,160.8752659273024,171.73259767250974
200.0,3.006786783696286,-0.4216735952775065,1.0562716713929428,191.30169915147104,161.44326917926097,162.00794024298483
200.0,3.1920075179891283,-0.2453781902583556,1.5018118147464992,187.48599705229236,159.17243118017913,159.92716816966967
200.0,2.8254074844355577,-0.7087573863606671,0.7317186696666201,197.93173861448815,185.7923270110893,150.2560338002863
200.0,3.6015295547445483,0.5320901569395728,1.94728434393369,175.2106327732683,181.06526472693497,150.58041764919545
200.0,2.7761022267372786,-0.7371464562982664,1.2440217189801457,157.95708014125526,188.11435491392496,152.686498220685
200.0,3.3788467365361963,0.6091582793897372,1.2015374560838468,170.3744467428479,194.94557925385615,156.81393465897864
200.0,3.560368329256364,0.9349664642650941,0.9790979393091137,177.12141836068386,172.19818129904695,187.48224407705538
200.0,2.368627744673306,-0.9615986962915513,0.8681808936740556,152.08622342782255,197.1005542081308,147.24741062993533
200.0,3.2667098795821135,-0.7608487573424254,1.7843373666746265,179.22000557371746,183.04106928734555,176.95477100302327
200.0,3.8868461377787025,0.5988742441149686,0.5975921954629132,178.46547182597175,185.37188323366667,160.87441566310187
200.0,3.529627895130851,0.044579076620304026,0.6089458577777909,150.54442370848093,210.74744219551593,194.9629959458777
200.0,3.4718493907849823,-0.49575105282746523,2.3217007522267314,191.82150977637846,164.45702130535855,189.698675850697
200.0,3.692494850683935,-0.6040007298390766,0.6058028189701824,162.85397582516393,205.0030307069859,187.23674197199267
200.0,3.2711943387198805,-0.21197805782436363,0.9506866934147729,207.6505017496123,209.0263201098065,171.0900885918482
200.0,3.605250771594502,0.6565527659359083,2.4572354966158727,193.53713149550956,176.80698382737074,154.3753416283007
200.0,3.4161338882143886,-0.058675466413185884,2.0125925125380832,208.54270219407672,177.29263676236866,177.7071881583055
200.0,2.885644790259092,-0.7810221679852843,1.1244138317411374,210.44230838739568,199.75527427288495,173.7616139829333
200.0,2.7094486954921773,-0.01826889997757508,1.236696422199897,195.76533561778905,151.05126974595376,155.5605195155351
200.0,3.0888227196407207,0.7004272922151753,1.1878044444316367,170.58101370556338,201.86639264984996,138.54025607486494
200.0,3.3343919925614616,0.7703249666738272,0.7629093290482513,186.4863962656824,152.189298803771,178.70062325906918
200.0,3.1750462425046653,-0.4406000945054407,2.0037233866073487,188.81787529017396,172.27973729804114,176.98699571271578
200.0,3.8274779183209198,0.3552710840406208,0.7448876217702433,192.67531427979767,170.8353318648482,197.24470095834627
200.0,2.3676409346790543,-0.009054383985338088,0.5866431234508248,185.79220880085614,175.31133208556966,136.97532111755632
200.0,3.472118388617812,0.995573844331165,0.659155097572159,206.3490943051635,204.65405659637747,165.37732973303494
200.0,2.365719021516499,0.2798180487096378,2.2743768141762573,205.4861247269355,154.43547300116109,141.04850727961855
200.0,3.576357363805924,0.5610561537907865,2.6082399583492792,206.83400934731247,177.72876176415903,173.37856507324608
200.0,3.1515025934933205,1.0361571737163906,1.8254049902714597,171.5770129508902,167.01408113079603,160.48857793369052
200.0,3.682332539869541,-0.7001652478265944,0.8594780810394861,184.45682743867567,208.14942550937286,171.66834127330503
200.0,2.571263588705823,0.2373691463469494,1.176212413157436,197.99764888544036,188.8918967085313,138.79724339577237
200.0,3.1922052311258162,-0.9908597826178159,0.8893129791334018,194.44767797055803,151.9221772812332,174.67866336973248
200.0,3.240481394565405,0.549874945937906,0.9590624749548686,185.45252810957646,155.2159602507608,175.63480995628566
200.0,3.183024778181673,1.00846821167315,2.5765821894093683,188.0810225976171,154.57477963903335,181.15420765329085
200.0,2.9005730711486746,0.7784894452291709,2.1647994815363294,178.34714603121222,171.62316680751093,196.66161128785535
200.0,2.6227573351010105,0.8352301191321427,2.2168371057451797,163.54555542148725,173.0276260256971,136.51527195250455
200.0,3.8924863765964037,-0.9958098374114208,0.8906089431682443,197.06441073799277,199.54065880978533,155.67885122306922
200.0,3.6825969986351206,-0.1272523862171614,2.3626156824680966,167.20152268246414,158.51802182314879,150.02827287393185
200.0,3.4668153254740437,0.6500021137827667,2.4174376853885597,170.65949564144302,167.80270612128848,182.95826507821943
200.0,3.2534748630463213,1.0043255076741515,2.015573927709628,158.94791209062504,166.4831340005071,146.53803849122642
200.0,3.0540159345733793,0.966356133073554,1.8533907866408754,156.7348713158447,155.35072513491804,172.83140483634816
200.0,3.5965907030006052,0.08601522862280175,1.3086647929925515,163.7919503925441,152.44216170553653,191.1442061090091
200.0,3.507747263572664,0.2209171518149402,2.378900560695657,185.26294752136374,162.76842964229482,189.22554621051862
